Time - Plot 0,Amplitude - Plot 0,Time - Plot 1,Amplitude - Plot 1,,,,,
4.94E-05,-6.6,4.94E-05,-2.8,,,,,
4.95E-05,-6.8,4.95E-05,-2.8,,,,,
4.96E-05,-6.4,4.96E-05,-2.6,,,,,
4.97E-05,-6.4,4.97E-05,-2.4,,,,,
4.98E-05,-6.8,4.98E-05,-2.6,,,,,
4.99E-05,-6.2,4.99E-05,-2.4,,,,,
5.00E-05,-6.4,5.00E-05,-2.6,,,,,
5.01E-05,-6.4,5.01E-05,-2.4,,,,,
5.02E-05,-6.2,5.02E-05,-2.6,,,,,
5.03E-05,-6.2,5.03E-05,-2.6,,,,,
5.04E-05,-6.2,5.04E-05,-2.4,,,,,
5.05E-05,-6,5.05E-05,-2.6,,,,,
5.06E-05,-6,5.06E-05,-2.6,,,,,
5.07E-05,-6,5.07E-05,-2.8,,,,,
5.08E-05,-6,5.08E-05,-2.8,,,,,
5.09E-05,-6,5.09E-05,-2.6,,,,,
5.10E-05,-5.8,5.10E-05,-2.6,,,,,
5.11E-05,-5.8,5.11E-05,-2.8,,,,,
5.12E-05,-5.8,5.12E-05,-2.4,,,,,
5.13E-05,-5.4,5.13E-05,-2.6,,,,,
5.14E-05,-5.6,5.14E-05,-2.8,,,,,
5.15E-05,-5.2,5.15E-05,-2.8,,,,,
5.16E-05,-5.4,5.16E-05,-2.6,,,,,
5.17E-05,-5.4,5.17E-05,-2.6,,,,,
5.18E-05,-5.2,5.18E-05,-2.6,,,,,
5.19E-05,-5.4,5.19E-05,-2.8,,,,,
5.20E-05,-5.4,5.20E-05,-2.8,,,,,
5.21E-05,-5.2,5.21E-05,-2.8,,,,,
5.22E-05,-5.4,5.22E-05,-3,,,,,
5.23E-05,-5.2,5.23E-05,-3,,,,,
5.24E-05,-5,5.24E-05,-2.8,,,,,
5.25E-05,-5,5.25E-05,-2.8,,,,,
5.26E-05,-5,5.26E-05,-2.8,,,,,
5.27E-05,-5,5.27E-05,-3,,,,,
5.28E-05,-5.2,5.28E-05,-2.6,,,,,
5.29E-05,-4.8,5.29E-05,-2.4,,,,,
5.30E-05,-4.6,5.30E-05,-2.8,,,,,
5.31E-05,-4.6,5.31E-05,-2.8,,,,,
5.32E-05,-4.8,5.32E-05,-2.8,,,,,
5.33E-05,-4.8,5.33E-05,-2.6,,,,,
5.34E-05,-4.4,5.34E-05,-2.6,,,,,
5.35E-05,-4.6,5.35E-05,-2.8,,,,,
5.36E-05,-4.4,5.36E-05,-2.8,,,,,
5.37E-05,-4.6,5.37E-05,-2.8,,,,,
5.38E-05,-3.8,5.38E-05,-2.8,,,,,
5.39E-05,-4.2,5.39E-05,-2.4,,,,,
5.40E-05,-4.2,5.40E-05,-2.8,,,,,
5.41E-05,-4,5.41E-05,-2.8,,,,,
5.42E-05,-4.2,5.42E-05,-2.8,,,,,
5.43E-05,-4,5.43E-05,-3,,,,,
5.44E-05,-4.2,5.44E-05,-2.8,,,,,
5.45E-05,-4.2,5.45E-05,-2.8,,,,,
5.46E-05,-4,5.46E-05,-2.8,,,,,
5.47E-05,-4,5.47E-05,-2.8,,,,,
5.48E-05,-3.8,5.48E-05,-2.8,,,,,
5.49E-05,-3.6,5.49E-05,-2.8,,,,,
5.50E-05,-3.8,5.50E-05,-3,,,,,
5.51E-05,-3.6,5.51E-05,-2.8,,,,,
5.52E-05,-3.8,5.52E-05,-2.8,,,,,
5.53E-05,-3.8,5.53E-05,-2.8,,,,,
5.54E-05,-3.2,5.54E-05,-2.8,,,,,
5.55E-05,-3.2,5.55E-05,-2.8,,,,,
5.56E-05,-3.2,5.56E-05,-2.8,,,,,
5.57E-05,-3.6,5.57E-05,-2.4,,,,,
5.58E-05,-3.4,5.58E-05,-3,,,,,
5.59E-05,-3.4,5.59E-05,-3.4,,,,,
5.60E-05,-3,5.60E-05,-3.2,,,,,
5.61E-05,-3.4,5.61E-05,-2.6,,,,,
5.62E-05,-3.2,5.62E-05,-2.8,,,,,
5.63E-05,-3,5.63E-05,-2.6,,,,,
5.64E-05,-3,5.64E-05,-2.6,,,,,
5.65E-05,-3,5.65E-05,-2.8,,,,,
5.66E-05,-2.8,5.66E-05,-2.6,,,,,
5.67E-05,-3,5.67E-05,-2.8,,,,,
5.68E-05,-2.8,5.68E-05,-3,,,,,
5.69E-05,-3,5.69E-05,-2.8,,,,,
5.70E-05,-2.8,5.70E-05,-2.6,,,,,
5.71E-05,-2.6,5.71E-05,-2.8,,,,,
5.72E-05,-2.6,5.72E-05,-2.8,,,,,
5.73E-05,-2.4,5.73E-05,-2.6,,,,,
5.74E-05,-2.2,5.74E-05,-2.6,,,,,
5.75E-05,-2.6,5.75E-05,-2.8,,,,,
5.76E-05,-2.4,5.76E-05,-3,,,,,
5.77E-05,-2.4,5.77E-05,-2.6,,,,,
5.78E-05,-2.4,5.78E-05,-2.6,,,,,
5.79E-05,-2.4,5.79E-05,-2.8,,,,,
5.80E-05,-2.4,5.80E-05,-2.6,,,,,
5.81E-05,-2.2,5.81E-05,-2.6,,,,,
5.82E-05,-2.2,5.82E-05,-2.8,,,,,
5.83E-05,-2,5.83E-05,-2.8,,,,,
5.84E-05,-1.8,5.84E-05,-2.8,,,,,
5.85E-05,-1.8,5.85E-05,-2.8,,,,,
5.86E-05,-2.2,5.86E-05,-2.6,,,,,
5.87E-05,-1.8,5.87E-05,-2.8,,,,,
5.88E-05,-1.8,5.88E-05,-2.8,,,,,
5.89E-05,-1.6,5.89E-05,-2.8,,,,,
5.90E-05,-1.4,5.90E-05,-3,,,,,
5.91E-05,-1.6,5.91E-05,-3,,,,,
5.92E-05,-1.6,5.92E-05,-3,,,,,
5.93E-05,-1.4,5.93E-05,-3,,,,,
5.94E-05,-1.6,5.94E-05,-2.8,,,,,
5.95E-05,-1.4,5.95E-05,-2.8,,,,,
5.96E-05,-1.4,5.96E-05,-2.8,,,,,
5.97E-05,-1.4,5.97E-05,-2.6,,,,,
5.98E-05,-1.2,5.98E-05,-2.8,,,,,
5.99E-05,-1.2,5.99E-05,-2.8,,,,,
6.00E-05,-1.4,6.00E-05,-2.8,,,,,
6.01E-05,-1.4,6.01E-05,-2.6,,,,,
6.02E-05,-1,6.02E-05,-3,,,,,
6.03E-05,-1.2,6.03E-05,-2.8,,,,,
6.04E-05,-1,6.04E-05,-2.8,,,,,
6.05E-05,-1,6.05E-05,-2.8,,,,,
6.06E-05,-0.6,6.06E-05,-2.8,,,,,
6.07E-05,-1.2,6.07E-05,-3,,,,,
6.08E-05,-0.8,6.08E-05,-3,,,,,
6.09E-05,-0.6,6.09E-05,-2.6,,,,,
6.10E-05,-0.8,6.10E-05,-2.8,,,,,
6.11E-05,-0.8,6.11E-05,-2.4,,,,,
6.12E-05,-0.6,6.12E-05,-2.8,,,,,
6.13E-05,-0.4,6.13E-05,-2.6,,,,,
6.14E-05,-0.4,6.14E-05,-2.8,,,,,
6.15E-05,-0.4,6.15E-05,-2.8,,,,,
6.16E-05,-0.4,6.16E-05,-2.8,,,,,
6.17E-05,-0.4,6.17E-05,-2.6,,,,,
6.18E-05,-0.4,6.18E-05,-2.8,,,,,
6.19E-05,-0.4,6.19E-05,-2.8,,,,,
6.20E-05,-0.2,6.20E-05,-2.8,,,,,
6.21E-05,-0.2,6.21E-05,-2.6,,,,,
6.22E-05,-0.2,6.22E-05,-3.2,,,,,
6.23E-05,0,6.23E-05,-2.8,,,,,
6.24E-05,0,6.24E-05,-3,,,,,
6.25E-05,0.2,6.25E-05,-3,,,,,
6.26E-05,0,6.26E-05,-3,,,,,
6.27E-05,0,6.27E-05,-2.6,,,,,
6.28E-05,0,6.28E-05,-2.8,,,,,
6.29E-05,0.4,6.29E-05,-2.6,,,,,
6.30E-05,0.2,6.30E-05,-2.6,,,,,
6.31E-05,0,6.31E-05,-2.6,,,,,
6.32E-05,0.2,6.32E-05,-2.6,,,,,
6.33E-05,0.4,6.33E-05,-2.6,,,,,
6.34E-05,0.2,6.34E-05,-2.8,,,,,
6.35E-05,0,6.35E-05,-2.6,,,,,
6.36E-05,0.4,6.36E-05,-2.8,,,,,
6.37E-05,0.6,6.37E-05,-2.4,,,,,
6.38E-05,0.6,6.38E-05,-2.6,,,,,
6.39E-05,0.8,6.39E-05,-2.8,,,,,
6.40E-05,0.6,6.40E-05,-2.8,,,,,
6.41E-05,0.4,6.41E-05,-2.8,,,,,
6.42E-05,0.8,6.42E-05,-2.8,,,,,
6.43E-05,0.6,6.43E-05,-2.6,,,,,
6.44E-05,0.6,6.44E-05,-2.8,,,,,
6.45E-05,0.8,6.45E-05,-2.6,,,,,
6.46E-05,0.6,6.46E-05,-2.8,,,,,
6.47E-05,1,6.47E-05,-2.6,,,,,
6.48E-05,1,6.48E-05,-2.4,,,,,
6.49E-05,0.6,6.49E-05,-2.6,,,,,
6.50E-05,0.8,6.50E-05,-2.6,,,,,
6.51E-05,0.8,6.51E-05,-2.6,,,,,
6.52E-05,0.8,6.52E-05,-2.8,,,,,
6.53E-05,1,6.53E-05,-2.6,,,,,
6.54E-05,1.4,6.54E-05,-2.6,,,,,
6.55E-05,1.6,6.55E-05,-2.6,,,,,
6.56E-05,1.2,6.56E-05,-2.2,,,,,
6.57E-05,1,6.57E-05,-3,,,,,
6.58E-05,1,6.58E-05,-3,,,,,
6.59E-05,1.2,6.59E-05,-3.4,,,,,
6.60E-05,1.2,6.60E-05,-2.6,,,,,
6.61E-05,1.4,6.61E-05,-2,,,,,
6.62E-05,1.4,6.62E-05,-2.4,,,,,
6.63E-05,1.2,6.63E-05,-2.4,,,,,
6.64E-05,1.4,6.64E-05,-2.6,,,,,
6.65E-05,1.2,6.65E-05,-2.4,,,,,
6.66E-05,1.4,6.66E-05,-2.6,,,,,
6.67E-05,1.2,6.67E-05,-2.6,,,,,
6.68E-05,1.4,6.68E-05,-2.8,,,,,
6.69E-05,1.4,6.69E-05,-2.6,,,,,
6.70E-05,1.4,6.70E-05,-2.6,,,,,
6.71E-05,1.4,6.71E-05,-2.6,,,,,
6.72E-05,1.6,6.72E-05,-2.6,,,,,
6.73E-05,1.6,6.73E-05,-2.6,,,,,
6.74E-05,1.6,6.74E-05,-2.6,,,,,
6.75E-05,1.8,6.75E-05,-2.8,,,,,
6.76E-05,1.8,6.76E-05,-2.4,,,,,
6.77E-05,1.8,6.77E-05,-2.4,,,,,
6.78E-05,1.6,6.78E-05,-2.4,,,,,
6.79E-05,1.4,6.79E-05,-2.6,,,,,
6.80E-05,1.6,6.80E-05,-2.4,,,,,
6.81E-05,1.6,6.81E-05,-2.6,,,,,
6.82E-05,1.8,6.82E-05,-2.6,,,,,
6.83E-05,1.6,6.83E-05,-2.8,,,,,
6.84E-05,1.6,6.84E-05,-2.2,,,,,
6.85E-05,1.8,6.85E-05,-2.6,,,,,
6.86E-05,2,6.86E-05,-2.8,,,,,
6.87E-05,2,6.87E-05,-2.8,,,,,
6.88E-05,2,6.88E-05,-2.6,,,,,
6.89E-05,2.4,6.89E-05,-2.8,,,,,
6.90E-05,2,6.90E-05,-2.6,,,,,
6.91E-05,1.8,6.91E-05,-2.8,,,,,
6.92E-05,2.2,6.92E-05,-2.8,,,,,
6.93E-05,1.8,6.93E-05,-2.6,,,,,
6.94E-05,2.2,6.94E-05,-2.6,,,,,
6.95E-05,2.4,6.95E-05,-2.4,,,,,
6.96E-05,2.2,6.96E-05,-2.6,,,,,
6.97E-05,2,6.97E-05,-2.6,,,,,
6.98E-05,2.2,6.98E-05,-2.6,,,,,
6.99E-05,2,6.99E-05,-2.2,,,,,
7.00E-05,1.8,7.00E-05,-2.4,,,,,
7.01E-05,2.4,7.01E-05,-2.6,,,,,
7.02E-05,2,7.02E-05,-2.4,,,,,
7.03E-05,2.2,7.03E-05,-2.4,,,,,
7.04E-05,2.2,7.04E-05,-2.4,,,,,
7.05E-05,2.4,7.05E-05,-2.8,,,,,
7.06E-05,2,7.06E-05,-2.6,,,,,
7.07E-05,2.2,7.07E-05,-2.6,,,,,
7.08E-05,2.6,7.08E-05,-2.6,,,,,
7.09E-05,2,7.09E-05,-2.2,,,,,
7.10E-05,2,7.10E-05,-2.2,,,,,
7.11E-05,2.2,7.11E-05,-2.2,,,,,
7.12E-05,2.2,7.12E-05,-2.4,,,,,
7.13E-05,2.2,7.13E-05,-2.4,,,,,
7.14E-05,2,7.14E-05,-2.4,,,,,
7.15E-05,2.2,7.15E-05,-2.6,,,,,
7.16E-05,2.4,7.16E-05,-2.4,,,,,
7.17E-05,2.2,7.17E-05,-2.4,,,,,
7.18E-05,2,7.18E-05,-2,,,,,
7.19E-05,2.2,7.19E-05,-2.6,,,,,
7.20E-05,2.4,7.20E-05,-2.6,,,,,
7.21E-05,2,7.21E-05,-2.6,,,,,
7.22E-05,2.4,7.22E-05,-2.6,,,,,
7.23E-05,2.2,7.23E-05,-2.2,,,,,
7.24E-05,2.4,7.24E-05,-2.4,,,,,
7.25E-05,2.4,7.25E-05,-2.6,,,,,
7.26E-05,2,7.26E-05,-2.4,,,,,
7.27E-05,2.2,7.27E-05,-2.2,,,,,
7.28E-05,2.4,7.28E-05,-2,,,,,
7.29E-05,2.2,7.29E-05,-2.4,,,,,
7.30E-05,2.2,7.30E-05,-2.2,,,,,
7.31E-05,2.4,7.31E-05,-2,,,,,
7.32E-05,2.2,7.32E-05,-2.2,,,,,
7.33E-05,2.4,7.33E-05,-2.2,,,,,
7.34E-05,2.2,7.34E-05,-2.4,,,,,
7.35E-05,2.2,7.35E-05,-2.4,,,,,
7.36E-05,2.6,7.36E-05,-2.2,,,,,
7.37E-05,2.6,7.37E-05,-2.2,,,,,
7.38E-05,2.6,7.38E-05,-2.4,,,,,
7.39E-05,2.6,7.39E-05,-2.2,,,,,
7.40E-05,2.4,7.40E-05,-2.2,,,,,
7.41E-05,2.4,7.41E-05,-2.6,,,,,
7.42E-05,2.2,7.42E-05,-2.2,,,,,
7.43E-05,2.6,7.43E-05,-2.4,,,,,
7.44E-05,2.2,7.44E-05,-2.2,,,,,
7.45E-05,2.4,7.45E-05,-2.2,,,,,
7.46E-05,2.6,7.46E-05,-2.2,,,,,
7.47E-05,2.4,7.47E-05,-2,,,,,
7.48E-05,2.4,7.48E-05,-2.4,,,,,
7.49E-05,2.4,7.49E-05,-2.2,,,,,
7.50E-05,2.2,7.50E-05,-2,,,,,
7.51E-05,2.2,7.51E-05,-2.2,,,,,
7.52E-05,2.4,7.52E-05,-2,,,,,
7.53E-05,2.8,7.53E-05,-2.2,,,,,
7.54E-05,2.6,7.54E-05,-2.2,,,,,
7.55E-05,2.4,7.55E-05,-2,,,,,
7.56E-05,2.2,7.56E-05,-2.4,,,,,
7.57E-05,2.4,7.57E-05,-2.6,,,,,
7.58E-05,2.4,7.58E-05,-2.6,,,,,
7.59E-05,2.2,7.59E-05,-2,,,,,
7.60E-05,2.2,7.60E-05,-2,,,,,
7.61E-05,2.4,7.61E-05,-2,,,,,
7.62E-05,2.4,7.62E-05,-1.8,,,,,
7.63E-05,2.4,7.63E-05,-2.2,,,,,
7.64E-05,2.2,7.64E-05,-2,,,,,
7.65E-05,2.2,7.65E-05,-2.2,,,,,
7.66E-05,2.2,7.66E-05,-2.2,,,,,
7.67E-05,2.4,7.67E-05,-2.2,,,,,
7.68E-05,2.4,7.68E-05,-2,,,,,
7.69E-05,2.4,7.69E-05,-2.2,,,,,
7.70E-05,2.4,7.70E-05,-1.8,,,,,
7.71E-05,2.2,7.71E-05,-2.4,,,,,
7.72E-05,2.2,7.72E-05,-2,,,,,
7.73E-05,2.2,7.73E-05,-2,,,,,
7.74E-05,2.4,7.74E-05,-2.4,,,,,
7.75E-05,2.4,7.75E-05,-1.8,,,,,
7.76E-05,2.2,7.76E-05,-2.2,,,,,
7.77E-05,2,7.77E-05,-2.2,,,,,
7.78E-05,2.2,7.78E-05,-1.8,,,,,
7.79E-05,2.6,7.79E-05,-1.8,,,,,
7.80E-05,2,7.80E-05,-2.2,,,,,
7.81E-05,2.2,7.81E-05,-2.2,,,,,
7.82E-05,2.2,7.82E-05,-1.8,,,,,
7.83E-05,2.2,7.83E-05,-2,,,,,
7.84E-05,2.2,7.84E-05,-2,,,,,
7.85E-05,2.4,7.85E-05,-2,,,,,
7.86E-05,2.2,7.86E-05,-2.2,,,,,
7.87E-05,2.4,7.87E-05,-1.8,,,,,
7.88E-05,2.4,7.88E-05,-2,,,,,
7.89E-05,2.2,7.89E-05,-2.2,,,,,
7.90E-05,2,7.90E-05,-2.2,,,,,
7.91E-05,2.2,7.91E-05,-2.2,,,,,
7.92E-05,2,7.92E-05,-2,,,,,
7.93E-05,2,7.93E-05,-1.8,,,,,
7.94E-05,2.2,7.94E-05,-2,,,,,
7.95E-05,2,7.95E-05,-2,,,,,
7.96E-05,1.8,7.96E-05,-2,,,,,
7.97E-05,2,7.97E-05,-2,,,,,
7.98E-05,2.2,7.98E-05,-2,,,,,
7.99E-05,1.8,7.99E-05,-2.2,,,,,
8.00E-05,2.2,8.00E-05,-1.8,,,,,
8.01E-05,1.8,8.01E-05,-2,,,,,
8.02E-05,1.8,8.02E-05,-1.8,,,,,
8.03E-05,2.2,8.03E-05,-1.8,,,,,
8.04E-05,2.2,8.04E-05,-2.2,,,,,
8.05E-05,1.8,8.05E-05,-2,,,,,
8.06E-05,2,8.06E-05,-2,,,,,
8.07E-05,2,8.07E-05,-2,,,,,
8.08E-05,1.8,8.08E-05,-1.8,,,,,
8.09E-05,1.8,8.09E-05,-1.8,,,,,
8.10E-05,1.8,8.10E-05,-2,,,,,
8.11E-05,1.8,8.11E-05,-2.2,,,,,
8.12E-05,2,8.12E-05,-1.8,,,,,
8.13E-05,2,8.13E-05,-1.8,,,,,
8.14E-05,1.6,8.14E-05,-1.8,,,,,
8.15E-05,1.8,8.15E-05,-1.6,,,,,
8.16E-05,1.8,8.16E-05,-2,,,,,
8.17E-05,1.6,8.17E-05,-1.8,,,,,
8.18E-05,1.6,8.18E-05,-1.8,,,,,
8.19E-05,1.8,8.19E-05,-2,,,,,
8.20E-05,1.6,8.20E-05,-2,,,,,
8.21E-05,2,8.21E-05,-2,,,,,
8.22E-05,1.8,8.22E-05,-2,,,,,
8.23E-05,1.8,8.23E-05,-2,,,,,
8.24E-05,1.8,8.24E-05,-2.2,,,,,
8.25E-05,1.8,8.25E-05,-1.8,,,,,
8.26E-05,1.6,8.26E-05,-1.8,,,,,
8.27E-05,1.6,8.27E-05,-1.8,,,,,
8.28E-05,1.6,8.28E-05,-1.6,,,,,
8.29E-05,1.4,8.29E-05,-2,,,,,
8.30E-05,1.4,8.30E-05,-1.4,,,,,
8.31E-05,1.6,8.31E-05,-1.6,,,,,
8.32E-05,1.6,8.32E-05,-2.2,,,,,
8.33E-05,1.6,8.33E-05,-1.8,,,,,
8.34E-05,1.4,8.34E-05,-2,,,,,
8.35E-05,1.4,8.35E-05,-1.6,,,,,
8.36E-05,1.6,8.36E-05,-1.8,,,,,
8.37E-05,1.6,8.37E-05,-2,,,,,
8.38E-05,1.4,8.38E-05,-1.8,,,,,
8.39E-05,1,8.39E-05,-1.8,,,,,
8.40E-05,1.8,8.40E-05,-2.2,,,,,
8.41E-05,1.4,8.41E-05,-1.8,,,,,
8.42E-05,1.4,8.42E-05,-2,,,,,
8.43E-05,1.4,8.43E-05,-1.8,,,,,
8.44E-05,1.4,8.44E-05,-1.6,,,,,
8.45E-05,1.6,8.45E-05,-1.6,,,,,
8.46E-05,1.6,8.46E-05,-1.6,,,,,
8.47E-05,1.2,8.47E-05,-1.8,,,,,
8.48E-05,1.4,8.48E-05,-1.8,,,,,
8.49E-05,1.4,8.49E-05,-1.6,,,,,
8.50E-05,1.2,8.50E-05,-1.8,,,,,
8.51E-05,1.2,8.51E-05,-1.6,,,,,
8.52E-05,1.4,8.52E-05,-2,,,,,
8.53E-05,1.4,8.53E-05,-2,,,,,
8.54E-05,1.2,8.54E-05,-1.6,,,,,
8.55E-05,1.2,8.55E-05,-2.4,,,,,
8.56E-05,1,8.56E-05,-2.2,,,,,
8.57E-05,1.4,8.57E-05,-2.2,,,,,
8.58E-05,1,8.58E-05,-1.6,,,,,
8.59E-05,1.2,8.59E-05,-1.6,,,,,
8.60E-05,1,8.60E-05,-1.6,,,,,
8.61E-05,1.2,8.61E-05,-1.6,,,,,
8.62E-05,1.2,8.62E-05,-1.6,,,,,
8.63E-05,1,8.63E-05,-1.6,,,,,
8.64E-05,1.2,8.64E-05,-1.6,,,,,
8.65E-05,1,8.65E-05,-1.6,,,,,
8.66E-05,1.2,8.66E-05,-1.6,,,,,
8.67E-05,0.8,8.67E-05,-1.8,,,,,
8.68E-05,1,8.68E-05,-1.6,,,,,
8.69E-05,1,8.69E-05,-1.6,,,,,
8.70E-05,1,8.70E-05,-2,,,,,
8.71E-05,1,8.71E-05,-1.8,,,,,
8.72E-05,1.2,8.72E-05,-1.8,,,,,
8.73E-05,0.8,8.73E-05,-1.8,,,,,
8.74E-05,1,8.74E-05,-1.4,,,,,
8.75E-05,0.8,8.75E-05,-1.8,,,,,
8.76E-05,1,8.76E-05,-1.6,,,,,
8.77E-05,0.6,8.77E-05,-1.8,,,,,
8.78E-05,0.8,8.78E-05,-1.6,,,,,
8.79E-05,1,8.79E-05,-1.8,,,,,
8.80E-05,0.8,8.80E-05,-1.6,,,,,
8.81E-05,0.8,8.81E-05,-1.4,,,,,
8.82E-05,0.6,8.82E-05,-1.8,,,,,
8.83E-05,0.6,8.83E-05,-1.8,,,,,
8.84E-05,0.6,8.84E-05,-1.6,,,,,
8.85E-05,0.8,8.85E-05,-1.8,,,,,
8.86E-05,0.8,8.86E-05,-1.8,,,,,
8.87E-05,1,8.87E-05,-1.8,,,,,
8.88E-05,0.6,8.88E-05,-2,,,,,
8.89E-05,0.6,8.89E-05,-1.8,,,,,
8.90E-05,1,8.90E-05,-2,,,,,
8.91E-05,0.6,8.91E-05,-1.6,,,,,
8.92E-05,0.8,8.92E-05,-1.6,,,,,
8.93E-05,1,8.93E-05,-1.6,,,,,
8.94E-05,0.6,8.94E-05,-1.6,,,,,
8.95E-05,0.6,8.95E-05,-1.6,,,,,
8.96E-05,0.6,8.96E-05,-2,,,,,
8.97E-05,0.6,8.97E-05,-1.6,,,,,
8.98E-05,0.4,8.98E-05,-1.6,,,,,
8.99E-05,0.8,8.99E-05,-1.8,,,,,
9.00E-05,0.4,9.00E-05,-1.6,,,,,
9.01E-05,0.4,9.01E-05,-1.4,,,,,
9.02E-05,0.6,9.02E-05,-1.4,,,,,
9.03E-05,0.8,9.03E-05,-1.8,,,,,
9.04E-05,0.2,9.04E-05,-1.8,,,,,
9.05E-05,0.6,9.05E-05,-1.8,,,,,
9.06E-05,0.8,9.06E-05,-1.6,,,,,
9.07E-05,0.6,9.07E-05,-1.6,,,,,
9.08E-05,0.4,9.08E-05,-1.4,,,,,
9.09E-05,0.6,9.09E-05,-1.6,,,,,
9.10E-05,0.6,9.10E-05,-1.8,,,,,
9.11E-05,0.8,9.11E-05,-1.6,,,,,
9.12E-05,0.6,9.12E-05,-1.8,,,,,
9.13E-05,0.4,9.13E-05,-1.8,,,,,
9.14E-05,0.6,9.14E-05,-1.4,,,,,
9.15E-05,0.6,9.15E-05,-2,,,,,
9.16E-05,0.4,9.16E-05,-1.8,,,,,
9.17E-05,0.4,9.17E-05,-1.8,,,,,
9.18E-05,0.4,9.18E-05,-1.8,,,,,
9.19E-05,0.4,9.19E-05,-1.8,,,,,
9.20E-05,0.4,9.20E-05,-2,,,,,
9.21E-05,0.4,9.21E-05,-1.8,,,,,
9.22E-05,0.6,9.22E-05,-2,,,,,
9.23E-05,0.6,9.23E-05,-2.2,,,,,
9.24E-05,0.2,9.24E-05,-1.6,,,,,
9.25E-05,0.4,9.25E-05,-1.6,,,,,
9.26E-05,0.6,9.26E-05,-1.4,,,,,
9.27E-05,0.6,9.27E-05,-1.4,,,,,
9.28E-05,0.2,9.28E-05,-1.6,,,,,
9.29E-05,0.6,9.29E-05,-1.6,,,,,
9.30E-05,0.4,9.30E-05,-1.4,,,,,
9.31E-05,0.4,9.31E-05,-1.8,,,,,
9.32E-05,0.2,9.32E-05,-1.6,,,,,
9.33E-05,0,9.33E-05,-1.6,,,,,
9.34E-05,0.8,9.34E-05,-1.6,,,,,
9.35E-05,0.6,9.35E-05,-1.4,,,,,
9.36E-05,0.4,9.36E-05,-1.8,,,,,
9.37E-05,0.2,9.37E-05,-1.8,,,,,
9.38E-05,0,9.38E-05,-1.6,,,,,
9.39E-05,0.4,9.39E-05,-2.2,,,,,
9.40E-05,0.4,9.40E-05,-1.4,,,,,
9.41E-05,0.2,9.41E-05,-1.8,,,,,
9.42E-05,0.4,9.42E-05,-1.6,,,,,
9.43E-05,0.2,9.43E-05,-2,,,,,
9.44E-05,0.6,9.44E-05,-1.6,,,,,
9.45E-05,0.4,9.45E-05,-1.6,,,,,
9.46E-05,0.2,9.46E-05,-2,,,,,
9.47E-05,0.4,9.47E-05,-1.6,,,,,
9.48E-05,-0.2,9.48E-05,-1.6,,,,,
9.49E-05,0.2,9.49E-05,-1.8,,,,,
9.50E-05,0.4,9.50E-05,-1.8,,,,,
9.51E-05,0.6,9.51E-05,-1.6,,,,,
9.52E-05,0.6,9.52E-05,-1.6,,,,,
9.53E-05,0.4,9.53E-05,-1.6,,,,,
9.54E-05,0.2,9.54E-05,-2,,,,,
9.55E-05,0.2,9.55E-05,-2,,,,,
9.56E-05,0.4,9.56E-05,-2.4,,,,,
9.57E-05,0.4,9.57E-05,-1.4,,,,,
9.58E-05,0.2,9.58E-05,-1.2,,,,,
9.59E-05,0.2,9.59E-05,-1.4,,,,,
9.60E-05,0.2,9.60E-05,-1.6,,,,,
9.61E-05,0.2,9.61E-05,-1.4,,,,,
9.62E-05,0.2,9.62E-05,-1.6,,,,,
9.63E-05,0.2,9.63E-05,-1.4,,,,,
9.64E-05,0.2,9.64E-05,-1.8,,,,,
9.65E-05,0.2,9.65E-05,-1.4,,,,,
9.66E-05,0.2,9.66E-05,-1.8,,,,,
9.67E-05,0.2,9.67E-05,-1.6,,,,,
9.68E-05,0.2,9.68E-05,-1.4,,,,,
9.69E-05,0.2,9.69E-05,-1.6,,,,,
9.70E-05,0.4,9.70E-05,-1.8,,,,,
9.71E-05,0.2,9.71E-05,-1.8,,,,,
9.72E-05,0,9.72E-05,-1.6,,,,,
9.73E-05,0,9.73E-05,-1.4,,,,,
9.74E-05,0,9.74E-05,-1.6,,,,,
9.75E-05,0.2,9.75E-05,-1.6,,,,,
9.76E-05,0.2,9.76E-05,-1.8,,,,,
9.77E-05,0.2,9.77E-05,-1.4,,,,,
9.78E-05,0.2,9.78E-05,-1.6,,,,,
9.79E-05,0,9.79E-05,-1.6,,,,,
9.80E-05,0,9.80E-05,-1.6,,,,,
9.81E-05,0,9.81E-05,-1.6,,,,,
9.82E-05,0.2,9.82E-05,-1.4,,,,,
9.83E-05,0.2,9.83E-05,-1.8,,,,,
9.84E-05,0.2,9.84E-05,-1.6,,,,,
9.85E-05,0.2,9.85E-05,-1.6,,,,,
9.86E-05,0.4,9.86E-05,-1.8,,,,,
9.87E-05,0.2,9.87E-05,-2,,,,,
9.88E-05,0,9.88E-05,-1.8,,,,,
9.89E-05,0.4,9.89E-05,-1.8,,,,,
9.90E-05,0.2,9.90E-05,-1.4,,,,,
9.91E-05,0.2,9.91E-05,-1.6,,,,,
9.92E-05,0.4,9.92E-05,-1.6,,,,,
9.93E-05,0,9.93E-05,-1.4,,,,,
9.94E-05,0.2,9.94E-05,-1.4,,,,,
9.95E-05,0,9.95E-05,-1.6,,,,,
9.96E-05,0.2,9.96E-05,-1.4,,,,,
9.97E-05,0.2,9.97E-05,-1.6,,,,,
9.98E-05,0.6,9.98E-05,-1.4,,,,,
