,,,,,,0.000341255,4.939693168
Time - Plot 0,Amplitude - Plot 0,,,Time,Amplitude,,0.502626754
0.000461,0,,0.000461,0.001371,3.64,3.660273967,
0.000462,0,,0.000462,0.001372,3.64,3.66401764,
0.000463,0,,0.000463,0.001373,3.64,3.66775036,
0.000464,0,,0.000464,0.001374,3.64,3.671472157,
0.000465,0,,0.000465,0.001375,3.68,3.675183065,
0.000466,0,,0.000466,0.001376,3.64,3.678883113,
0.000467,0,,0.000467,0.001377,3.68,3.682572336,
0.000468,0,,0.000468,0.001378,3.68,3.686250763,
0.000469,0,,0.000469,0.001379,3.68,3.689918427,
0.000470,0,,0.00047,0.00138,3.68,3.693575359,
0.000471,0,,0.000471,0.001381,3.68,3.69722159,
0.000472,0,,0.000472,0.001382,3.72,3.700857153,
0.000473,0,,0.000473,0.001383,3.72,3.704482077,
0.000474,0,,0.000474,0.001384,3.72,3.708096395,
0.000475,0,,0.000475,0.001385,3.72,3.711700137,
0.000476,0,,0.000476,0.001386,3.72,3.715293334,
0.000477,0,,0.000477,0.001387,3.68,3.718876017,
0.000478,0,,0.000478,0.001388,3.72,3.722448217,
0.000479,0,,0.000479,0.001389,3.72,3.726009965,
0.000480,0,,0.00048,0.00139,3.72,3.72956129,
0.000481,0,,0.000481,0.001391,3.76,3.733102224,
0.000482,0,,0.000482,0.001392,3.72,3.736632797,
0.000483,0,,0.000483,0.001393,3.76,3.74015304,
0.000484,0,,0.000484,0.001394,3.72,3.743662982,
0.000485,-0.04,,0.000485,0.001395,3.76,3.747162653,
0.000486,0,,0.000486,0.001396,3.76,3.750652084,
0.000487,0,,0.000487,0.001397,3.76,3.754131305,
0.000488,0,,0.000488,0.001398,3.76,3.757600346,
0.000489,0,,0.000489,0.001399,3.76,3.761059236,
0.000490,0,,0.00049,0.0014,3.8,3.764508004,
0.000491,0,,0.000491,0.001401,3.76,3.767946682,
0.000492,-0.04,,0.000492,0.001402,3.76,3.771375298,
0.000493,0,,0.000493,0.001403,3.76,3.774793881,
0.000494,0,,0.000494,0.001404,3.76,3.778202461,
0.000495,0,,0.000495,0.001405,3.76,3.781601068,
0.000496,0,,0.000496,0.001406,3.8,3.78498973,
0.000497,0,,0.000497,0.001407,3.76,3.788368476,
0.000498,0,,0.000498,0.001408,3.8,3.791737336,
0.000499,0,,0.000499,0.001409,3.8,3.795096338,
0.000500,0,,0.0005,0.00141,3.8,3.798445512,
0.000501,0,,0.000501,0.001411,3.8,3.801784886,
0.000502,-0.04,,0.000502,0.001412,3.8,3.805114489,
0.000503,0,,0.000503,0.001413,3.8,3.808434349,
0.000504,0,,0.000504,0.001414,3.84,3.811744494,
0.000505,0,,0.000505,0.001415,3.84,3.815044954,
0.000506,0,,0.000506,0.001416,3.84,3.818335757,
0.000507,0,,0.000507,0.001417,3.84,3.821616931,
0.000508,0,,0.000508,0.001418,3.8,3.824888503,
0.000509,0,,0.000509,0.001419,3.84,3.828150503,
0.000510,0,,0.00051,0.00142,3.84,3.831402958,
0.000511,0,,0.000511,0.001421,3.84,3.834645896,
0.000512,-0.04,,0.000512,0.001422,3.84,3.837879345,
0.000513,0,,0.000513,0.001423,3.84,3.841103332,
0.000514,0,,0.000514,0.001424,3.84,3.844317886,
0.000515,0,,0.000515,0.001425,3.84,3.847523034,
0.000516,0,,0.000516,0.001426,3.84,3.850718804,
0.000517,0,,0.000517,0.001427,3.84,3.853905222,
0.000518,0,,0.000518,0.001428,3.84,3.857082317,
0.000519,0,,0.000519,0.001429,3.84,3.860250115,
0.000520,0,,0.00052,0.00143,3.84,3.863408644,
0.000521,0,,0.000521,0.001431,3.84,3.866557931,
0.000522,0,,0.000522,0.001432,3.88,3.869698003,
0.000523,-0.04,,0.000523,0.001433,3.88,3.872828887,
0.000524,0,,0.000524,0.001434,3.88,3.87595061,
0.000525,0,,0.000525,0.001435,3.88,3.879063198,
0.000526,0,,0.000526,0.001436,3.92,3.882166679,
0.000527,0,,0.000527,0.001437,3.88,3.885261078,
0.000528,0,,0.000528,0.001438,3.88,3.888346423,
0.000529,0,,0.000529,0.001439,3.88,3.891422741,
0.000530,0,,0.00053,0.00144,3.88,3.894490056,
0.000531,0,,0.000531,0.001441,3.88,3.897548397,
0.000532,0,,0.000532,0.001442,3.92,3.900597788,
0.000533,0,,0.000533,0.001443,3.92,3.903638257,
0.000534,0,,0.000534,0.001444,3.88,3.90666983,
0.000535,0,,0.000535,0.001445,3.92,3.909692531,
0.000536,0,,0.000536,0.001446,3.92,3.912706388,
0.000537,0,,0.000537,0.001447,3.92,3.915711426,
0.000538,0,,0.000538,0.001448,3.92,3.918707672,
0.000539,0,,0.000539,0.001449,3.92,3.92169515,
0.000540,0,,0.00054,0.00145,3.96,3.924673886,
0.000541,0,,0.000541,0.001451,3.92,3.927643906,
0.000542,0,,0.000542,0.001452,3.92,3.930605236,
0.000543,0,,0.000543,0.001453,3.92,3.933557901,
0.000544,0,,0.000544,0.001454,3.92,3.936501926,
0.000545,0,,0.000545,0.001455,3.92,3.939437337,
0.000546,0,,0.000546,0.001456,3.92,3.942364159,
0.000547,0,,0.000547,0.001457,3.92,3.945282416,
0.000548,0,,0.000548,0.001458,3.96,3.948192134,
0.000549,0,,0.000549,0.001459,3.92,3.951093339,
0.000550,-0.04,,0.00055,0.00146,3.96,3.953986054,
0.000551,0,,0.000551,0.001461,3.96,3.956870305,
0.000552,0,,0.000552,0.001462,3.96,3.959746116,
0.000553,0,,0.000553,0.001463,3.96,3.962613513,
0.000554,0,,0.000554,0.001464,3.96,3.965472519,
0.000555,0,,0.000555,0.001465,3.96,3.96832316,
0.000556,0,,0.000556,0.001466,3.96,3.971165459,
0.000557,0,,0.000557,0.001467,3.96,3.973999442,
0.000558,0,,0.000558,0.001468,3.96,3.976825132,
0.000559,-0.04,,0.000559,0.001469,3.96,3.979642554,
0.000560,-0.04,,0.00056,0.00147,4,3.982451732,
0.000561,0,,0.000561,0.001471,4,3.98525269,
0.000562,0,,0.000562,0.001472,4,3.988045453,
0.000563,0,,0.000563,0.001473,4,3.990830044,
0.000564,0,,0.000564,0.001474,4,3.993606486,
0.000565,0,,0.000565,0.001475,4,3.996374805,
0.000566,0,,0.000566,0.001476,4,3.999135023,
0.000567,0,,0.000567,0.001477,4,4.001887165,
0.000568,0,,0.000568,0.001478,4,4.004631254,
0.000569,0,,0.000569,0.001479,4,4.007367313,
0.000570,0,,0.00057,0.00148,4,4.010095366,
0.000571,-0.04,,0.000571,0.001481,4,4.012815437,
0.000572,0,,0.000572,0.001482,4,4.015527549,
0.000573,0,,0.000573,0.001483,4,4.018231725,
0.000574,0,,0.000574,0.001484,4,4.020927989,
0.000575,0,,0.000575,0.001485,4,4.023616362,
0.000576,0,,0.000576,0.001486,4.04,4.02629687,
0.000577,0,,0.000577,0.001487,4,4.028969534,
0.000578,-0.04,,0.000578,0.001488,4,4.031634378,
0.000579,0,,0.000579,0.001489,4,4.034291424,
0.000580,0,,0.00058,0.00149,4,4.036940696,
0.000581,0,,0.000581,0.001491,4.04,4.039582215,
0.000582,0,,0.000582,0.001492,4.04,4.042216005,
0.000583,0,,0.000583,0.001493,4.04,4.044842089,
0.000584,0,,0.000584,0.001494,4.04,4.047460489,
0.000585,0,,0.000585,0.001495,4.04,4.050071226,
0.000586,0,,0.000586,0.001496,4.04,4.052674325,
0.000587,0,,0.000587,0.001497,4.08,4.055269807,
0.000588,0,,0.000588,0.001498,4.04,4.057857694,
0.000589,0,,0.000589,0.001499,4.08,4.060438009,
0.000590,-0.04,,0.00059,0.0015,4.04,4.063010774,
0.000591,0,,0.000591,0.001501,4.04,4.06557601,
0.000592,0,,0.000592,0.001502,4.04,4.068133741,
0.000593,0,,0.000593,0.001503,4.04,4.070683987,
0.000594,0,,0.000594,0.001504,4.08,4.073226772,
0.000595,0,,0.000595,0.001505,4.08,4.075762115,
0.000596,0,,0.000596,0.001506,4.08,4.078290041,
0.000597,0,,0.000597,0.001507,4.08,4.080810569,
0.000598,0,,0.000598,0.001508,4.08,4.083323722,
0.000599,0,,0.000599,0.001509,4.08,4.085829522,
0.000600,-0.04,,0.0006,0.00151,4.08,4.088327989,
0.000601,-0.04,,0.000601,0.001511,4.08,4.090819146,
0.000602,-0.04,,0.000602,0.001512,4.08,4.093303013,
0.000603,-0.04,,0.000603,0.001513,4.08,4.095779612,
0.000604,-0.04,,0.000604,0.001514,4.08,4.098248965,
0.000605,0,,0.000605,0.001515,4.08,4.100711092,
0.000606,-0.04,,0.000606,0.001516,4.08,4.103166015,
0.000607,0,,0.000607,0.001517,4.08,4.105613754,
0.000608,0,,0.000608,0.001518,4.12,4.108054331,
0.000609,0,,0.000609,0.001519,4.12,4.110487767,
0.000610,0,,0.00061,0.00152,4.12,4.112914083,
0.000611,0,,0.000611,0.001521,4.12,4.115333298,
0.000612,0,,0.000612,0.001522,4.12,4.117745435,
0.000613,0,,0.000613,0.001523,4.12,4.120150514,
0.000614,0,,0.000614,0.001524,4.12,4.122548556,
0.000615,0,,0.000615,0.001525,4.12,4.124939581,
0.000616,0,,0.000616,0.001526,4.12,4.127323609,
0.000617,0,,0.000617,0.001527,4.12,4.129700662,
0.000618,0,,0.000618,0.001528,4.12,4.132070759,
0.000619,0,,0.000619,0.001529,4.12,4.134433921,
0.000620,0,,0.00062,0.00153,4.12,4.136790168,
0.000621,0,,0.000621,0.001531,4.12,4.139139521,
0.000622,0,,0.000622,0.001532,4.12,4.141481999,
0.000623,-0.04,,0.000623,0.001533,4.12,4.143817623,
0.000624,0,,0.000624,0.001534,4.16,4.146146413,
0.000625,0,,0.000625,0.001535,4.16,4.148468389,
0.000626,0,,0.000626,0.001536,4.16,4.15078357,
0.000627,0,,0.000627,0.001537,4.16,4.153091977,
0.000628,0,,0.000628,0.001538,4.16,4.15539363,
0.000629,0,,0.000629,0.001539,4.16,4.157688547,
0.000630,0,,0.00063,0.00154,4.16,4.15997675,
0.000631,0,,0.000631,0.001541,4.16,4.162258257,
0.000632,0,,0.000632,0.001542,4.16,4.164533088,
0.000633,0,,0.000633,0.001543,4.16,4.166801263,
0.000634,0,,0.000634,0.001544,4.16,4.169062801,
0.000635,0,,0.000635,0.001545,4.16,4.171317722,
0.000636,0,,0.000636,0.001546,4.16,4.173566044,
0.000637,0,,0.000637,0.001547,4.2,4.175807788,
0.000638,0,,0.000638,0.001548,4.16,4.178042973,
0.000639,0,,0.000639,0.001549,4.16,4.180271617,
0.000640,0,,0.00064,0.00155,4.16,4.182493739,
0.000641,0,,0.000641,0.001551,4.16,4.18470936,
0.000642,0,,0.000642,0.001552,4.2,4.186918498,
0.000643,0,,0.000643,0.001553,4.2,4.189121171,
0.000644,0,,0.000644,0.001554,4.2,4.1913174,
0.000645,0,,0.000645,0.001555,4.2,4.193507202,
0.000646,0,,0.000646,0.001556,4.2,4.195690596,
0.000647,0,,0.000647,0.001557,4.2,4.197867602,
0.000648,0,,0.000648,0.001558,4.16,4.200038238,
0.000649,0,,0.000649,0.001559,4.2,4.202202522,
0.000650,0,,0.00065,0.00156,4.2,4.204360474,
0.000651,0,,0.000651,0.001561,4.2,4.206512111,
0.000652,0,,0.000652,0.001562,4.2,4.208657452,
0.000653,0,,0.000653,0.001563,4.2,4.210796516,
0.000654,0,,0.000654,0.001564,4.2,4.21292932,
0.000655,0,,0.000655,0.001565,4.2,4.215055884,
0.000656,0,,0.000656,0.001566,4.2,4.217176226,
0.000657,0,,0.000657,0.001567,4.2,4.219290363,
0.000658,-0.04,,0.000658,0.001568,4.2,4.221398314,
0.000659,0,,0.000659,0.001569,4.24,4.223500097,
0.000660,0,,0.00066,0.00157,4.24,4.225595731,
0.000661,0,,0.000661,0.001571,4.24,4.227685232,
0.000662,-0.04,,0.000662,0.001572,4.24,4.229768619,
0.000663,0,,0.000663,0.001573,4.24,4.23184591,
0.000664,0,,0.000664,0.001574,4.24,4.233917123,
0.000665,0,,0.000665,0.001575,4.24,4.235982275,
0.000666,0,,0.000666,0.001576,4.24,4.238041384,
0.000667,-0.04,,0.000667,0.001577,4.24,4.240094468,
0.000668,0,,0.000668,0.001578,4.24,4.242141545,
0.000669,0,,0.000669,0.001579,4.24,4.244182632,
0.000670,-0.04,,0.00067,0.00158,4.24,4.246217747,
0.000671,0,,0.000671,0.001581,4.24,4.248246906,
0.000672,0,,0.000672,0.001582,4.24,4.250270129,
0.000673,0,,0.000673,0.001583,4.24,4.252287431,
0.000674,0,,0.000674,0.001584,4.28,4.25429883,
0.000675,0,,0.000675,0.001585,4.24,4.256304344,
0.000676,0,,0.000676,0.001586,4.24,4.258303989,
0.000677,0,,0.000677,0.001587,4.24,4.260297784,
0.000678,0,,0.000678,0.001588,4.24,4.262285744,
0.000679,-0.04,,0.000679,0.001589,4.28,4.264267888,
0.000680,0,,0.00068,0.00159,4.28,4.266244231,
0.000681,0,,0.000681,0.001591,4.28,4.268214792,
0.000682,0,,0.000682,0.001592,4.28,4.270179587,
0.000683,0,,0.000683,0.001593,4.28,4.272138632,
0.000684,0,,0.000684,0.001594,4.28,4.274091945,
0.000685,0,,0.000685,0.001595,4.28,4.276039543,
0.000686,-0.04,,0.000686,0.001596,4.28,4.277981442,
0.000687,0,,0.000687,0.001597,4.28,4.279917659,
0.000688,0,,0.000688,0.001598,4.28,4.28184821,
0.000689,0,,0.000689,0.001599,4.28,4.283773112,
0.000690,0,,0.00069,0.0016,4.28,4.285692382,
0.000691,0,,0.000691,0.001601,4.28,4.287606036,
0.000692,0,,0.000692,0.001602,4.28,4.289514091,
0.000693,0,,0.000693,0.001603,4.28,4.291416562,
0.000694,0,,0.000694,0.001604,4.28,4.293313467,
0.000695,0,,0.000695,0.001605,4.28,4.295204821,
0.000696,0,,0.000696,0.001606,4.28,4.297090641,
0.000697,0,,0.000697,0.001607,4.28,4.298970943,
0.000698,-0.04,,0.000698,0.001608,4.28,4.300845743,
0.000699,0,,0.000699,0.001609,4.28,4.302715057,
0.000700,0,,0.0007,0.00161,4.28,4.304578901,
0.000701,0,,0.000701,0.001611,4.28,4.306437292,
0.000702,0,,0.000702,0.001612,4.28,4.308290245,
0.000703,0,,0.000703,0.001613,4.32,4.310137776,
0.000704,0,,0.000704,0.001614,4.28,4.311979901,
0.000705,0,,0.000705,0.001615,4.32,4.313816635,
0.000706,0,,0.000706,0.001616,4.28,4.315647996,
0.000707,-0.04,,0.000707,0.001617,4.28,4.317473998,
0.000708,0,,0.000708,0.001618,4.32,4.319294656,
0.000709,0,,0.000709,0.001619,4.32,4.321109987,
0.000710,-0.04,,0.00071,0.00162,4.28,4.322920007,
0.000711,-0.04,,0.000711,0.001621,4.28,4.32472473,
0.000712,0,,0.000712,0.001622,4.32,4.326524173,
0.000713,0,,0.000713,0.001623,4.32,4.32831835,
0.000714,0,,0.000714,0.001624,4.28,4.330107277,
0.000715,0,,0.000715,0.001625,4.32,4.33189097,
0.000716,0,,0.000716,0.001626,4.32,4.333669443,
0.000717,0,,0.000717,0.001627,4.32,4.335442713,
0.000718,0,,0.000718,0.001628,4.32,4.337210794,
0.000719,-0.04,,0.000719,0.001629,4.32,4.338973701,
0.000720,0,,0.00072,0.00163,4.32,4.34073145,
0.000721,0,,0.000721,0.001631,4.28,4.342484056,
0.000722,0,,0.000722,0.001632,4.32,4.344231533,
0.000723,0,,0.000723,0.001633,4.36,4.345973898,
0.000724,0,,0.000724,0.001634,4.32,4.347711163,
0.000725,0,,0.000725,0.001635,4.32,4.349443346,
0.000726,0,,0.000726,0.001636,4.36,4.35117046,
0.000727,0,,0.000727,0.001637,4.36,4.35289252,
0.000728,0,,0.000728,0.001638,4.36,4.354609542,
0.000729,0,,0.000729,0.001639,4.32,4.356321539,
0.000730,0,,0.00073,0.00164,4.36,4.358028527,
0.000731,-0.04,,0.000731,0.001641,4.36,4.35973052,
0.000732,0,,0.000732,0.001642,4.36,4.361427533,
0.000733,-0.04,,0.000733,0.001643,4.36,4.363119581,
0.000734,0,,0.000734,0.001644,4.36,4.364806677,
0.000735,0,,0.000735,0.001645,4.36,4.366488837,
0.000736,0,,0.000736,0.001646,4.36,4.368166074,
0.000737,0,,0.000737,0.001647,4.36,4.369838404,
0.000738,0,,0.000738,0.001648,4.36,4.371505841,
0.000739,0,,0.000739,0.001649,4.36,4.373168399,
0.000740,0,,0.00074,0.00165,4.36,4.374826091,
0.000741,0,,0.000741,0.001651,4.36,4.376478934,
0.000742,-0.04,,0.000742,0.001652,4.36,4.378126939,
0.000743,0,,0.000743,0.001653,4.36,4.379770123,
0.000744,-0.04,,0.000744,0.001654,4.36,4.381408499,
0.000745,0,,0.000745,0.001655,4.32,4.38304208,
0.000746,0,,0.000746,0.001656,4.36,4.384670882,
0.000747,0,,0.000747,0.001657,4.4,4.386294918,
0.000748,0,,0.000748,0.001658,4.4,4.387914201,
0.000749,-0.04,,0.000749,0.001659,4.4,4.389528747,
0.000750,-0.04,,0.00075,0.00166,4.4,4.391138568,
0.000751,0,,0.000751,0.001661,4.4,4.392743679,
0.000752,-0.04,,0.000752,0.001662,4.4,4.394344093,
0.000753,0,,0.000753,0.001663,4.4,4.395939824,
0.000754,0,,0.000754,0.001664,4.4,4.397530886,
0.000755,0,,0.000755,0.001665,4.4,4.399117292,
0.000756,-0.04,,0.000756,0.001666,4.4,4.400699057,
0.000757,0,,0.000757,0.001667,4.4,4.402276193,
0.000758,0,,0.000758,0.001668,4.36,4.403848714,
0.000759,0,,0.000759,0.001669,4.4,4.405416634,
0.000760,0,,0.00076,0.00167,4.4,4.406979966,
0.000761,0,,0.000761,0.001671,4.4,4.408538724,
0.000762,0,,0.000762,0.001672,4.4,4.410092921,
0.000763,0,,0.000763,0.001673,4.4,4.41164257,
0.000764,0,,0.000764,0.001674,4.4,4.413187684,
0.000765,0,,0.000765,0.001675,4.4,4.414728278,
0.000766,0,,0.000766,0.001676,4.4,4.416264363,
0.000767,0,,0.000767,0.001677,4.4,4.417795954,
0.000768,-0.04,,0.000768,0.001678,4.4,4.419323063,
0.000769,0,,0.000769,0.001679,4.4,4.420845704,
0.000770,0,,0.00077,0.00168,4.4,4.42236389,
0.000771,0,,0.000771,0.001681,4.44,4.423877633,
0.000772,0,,0.000772,0.001682,4.4,4.425386947,
0.000773,0,,0.000773,0.001683,4.4,4.426891844,
0.000774,0,,0.000774,0.001684,4.44,4.428392338,
0.000775,0,,0.000775,0.001685,4.44,4.429888442,
0.000776,-0.04,,0.000776,0.001686,4.44,4.431380168,
0.000777,0,,0.000777,0.001687,4.4,4.432867528,
0.000778,0,,0.000778,0.001688,4.4,4.434350537,
0.000779,0,,0.000779,0.001689,4.44,4.435829207,
0.000780,0,,0.00078,0.00169,4.44,4.437303549,
0.000781,0,,0.000781,0.001691,4.44,4.438773578,
0.000782,-0.04,,0.000782,0.001692,4.44,4.440239305,
0.000783,0,,0.000783,0.001693,4.44,4.441700744,
0.000784,0,,0.000784,0.001694,4.44,4.443157906,
0.000785,0,,0.000785,0.001695,4.44,4.444610804,
0.000786,0,,0.000786,0.001696,4.44,4.446059451,
0.000787,-0.04,,0.000787,0.001697,4.44,4.447503859,
0.000788,0,,0.000788,0.001698,4.44,4.448944041,
0.000789,-0.04,,0.000789,0.001699,4.44,4.450380009,
0.000790,0,,0.00079,0.0017,4.44,4.451811775,
0.000791,-0.04,,0.000791,0.001701,4.44,4.453239352,
0.000792,0,,0.000792,0.001702,4.44,4.454662751,
0.000793,0,,0.000793,0.001703,4.44,4.456081985,
0.000794,0,,0.000794,0.001704,4.44,4.457497067,
0.000795,0,,0.000795,0.001705,4.44,4.458908008,
0.000796,0,,0.000796,0.001706,4.44,4.46031482,
0.000797,-0.04,,0.000797,0.001707,4.44,4.461717516,
0.000798,0,,0.000798,0.001708,4.44,4.463116108,
0.000799,-0.04,,0.000799,0.001709,4.48,4.464510607,
0.000800,0,,0.0008,0.00171,4.48,4.465901026,
0.000801,-0.04,,0.000801,0.001711,4.48,4.467287376,
0.000802,0,,0.000802,0.001712,4.44,4.46866967,
0.000803,0,,0.000803,0.001713,4.44,4.470047919,
0.000804,0,,0.000804,0.001714,4.48,4.471422135,
0.000805,0,,0.000805,0.001715,4.48,4.472792331,
0.000806,-0.04,,0.000806,0.001716,4.44,4.474158516,
0.000807,0,,0.000807,0.001717,4.44,4.475520705,
0.000808,0,,0.000808,0.001718,4.48,4.476878907,
0.000809,-0.04,,0.000809,0.001719,4.48,4.478233135,
0.000810,0,,0.00081,0.00172,4.48,4.479583401,
0.000811,0,,0.000811,0.001721,4.48,4.480929716,
0.000812,0,,0.000812,0.001722,4.48,4.482272091,
0.000813,0,,0.000813,0.001723,4.48,4.483610539,
0.000814,0,,0.000814,0.001724,4.44,4.48494507,
0.000815,0,,0.000815,0.001725,4.48,4.486275696,
0.000816,0,,0.000816,0.001726,4.48,4.487602428,
0.000817,0,,0.000817,0.001727,4.48,4.488925279,
0.000818,0,,0.000818,0.001728,4.48,4.490244259,
0.000819,0,,0.000819,0.001729,4.48,4.491559379,
0.000820,0,,0.00082,0.00173,4.48,4.492870651,
0.000821,0,,0.000821,0.001731,4.52,4.494178086,
0.000822,0,,0.000822,0.001732,4.48,4.495481696,
0.000823,0,,0.000823,0.001733,4.48,4.496781491,
0.000824,0,,0.000824,0.001734,4.48,4.498077483,
0.000825,0,,0.000825,0.001735,4.52,4.499369683,
0.000826,0,,0.000826,0.001736,4.48,4.500658101,
0.000827,0,,0.000827,0.001737,4.48,4.50194275,
0.000828,0,,0.000828,0.001738,4.48,4.503223639,
0.000829,0,,0.000829,0.001739,4.52,4.504500781,
0.000830,0,,0.00083,0.00174,4.52,4.505774186,
0.000831,0,,0.000831,0.001741,4.52,4.507043864,
0.000832,0,,0.000832,0.001742,4.48,4.508309828,
0.000833,0,,0.000833,0.001743,4.52,4.509572087,
0.000834,0,,0.000834,0.001744,4.48,4.510830653,
0.000835,-0.04,,0.000835,0.001745,4.48,4.512085536,
0.000836,-0.04,,0.000836,0.001746,4.52,4.513336747,
0.000837,0,,0.000837,0.001747,4.52,4.514584297,
0.000838,0,,0.000838,0.001748,4.52,4.515828196,
0.000839,0,,0.000839,0.001749,4.52,4.517068456,
0.000840,0,,0.00084,0.00175,4.52,4.518305087,
0.000841,0,,0.000841,0.001751,4.52,4.519538099,
0.000842,0,,0.000842,0.001752,4.52,4.520767503,
0.000843,0,,0.000843,0.001753,4.52,4.52199331,
0.000844,0,,0.000844,0.001754,4.52,4.523215531,
0.000845,0,,0.000845,0.001755,4.52,4.524434175,
0.000846,0,,0.000846,0.001756,4.52,4.525649253,
0.000847,0,,0.000847,0.001757,4.52,4.526860775,
0.000848,-0.04,,0.000848,0.001758,4.52,4.528068753,
0.000849,-0.04,,0.000849,0.001759,4.52,4.529273196,
0.000850,0,,0.00085,0.00176,4.52,4.530474115,
0.000851,0,,0.000851,0.001761,4.56,4.53167152,
0.000852,0,,0.000852,0.001762,4.52,4.532865421,
0.000853,-0.04,,0.000853,0.001763,4.52,4.534055828,
0.000854,0,,0.000854,0.001764,4.56,4.535242753,
0.000855,0,,0.000855,0.001765,4.56,4.536426204,
0.000856,0,,0.000856,0.001766,4.52,4.537606193,
0.000857,0,,0.000857,0.001767,4.56,4.538782729,
0.000858,-0.04,,0.000858,0.001768,4.56,4.539955822,
0.000859,0,,0.000859,0.001769,4.56,4.541125482,
0.000860,0,,0.00086,0.00177,4.56,4.54229172,
0.000861,-0.04,,0.000861,0.001771,4.52,4.543454546,
0.000862,0,,0.000862,0.001772,4.52,4.544613969,
0.000863,0,,0.000863,0.001773,4.56,4.54577,
0.000864,0,,0.000864,0.001774,4.52,4.546922648,
0.000865,0,,0.000865,0.001775,4.56,4.548071923,
0.000866,0,,0.000866,0.001776,4.56,4.549217835,
0.000867,0,,0.000867,0.001777,4.52,4.550360394,
0.000868,0,,0.000868,0.001778,4.56,4.55149961,
0.000869,0,,0.000869,0.001779,4.56,4.552635493,
0.000870,0,,0.00087,0.00178,4.56,4.553768052,
0.000871,0,,0.000871,0.001781,4.56,4.554897297,
0.000872,0,,0.000872,0.001782,4.56,4.556023238,
0.000873,0,,0.000873,0.001783,4.56,4.557145884,
0.000874,0,,0.000874,0.001784,4.56,4.558265245,
0.000875,0,,0.000875,0.001785,4.56,4.559381331,
0.000876,0,,0.000876,0.001786,4.56,4.560494151,
0.000877,-0.04,,0.000877,0.001787,4.56,4.561603715,
0.000878,0,,0.000878,0.001788,4.56,4.562710033,
0.000879,0,,0.000879,0.001789,4.56,4.563813113,
0.000880,0,,0.00088,0.00179,4.52,4.564912965,
0.000881,0,,0.000881,0.001791,4.56,4.5660096,
0.000882,0,,0.000882,0.001792,4.56,4.567103025,
0.000883,0,,0.000883,0.001793,4.56,4.568193251,
0.000884,0,,0.000884,0.001794,4.56,4.569280287,
0.000885,0,,0.000885,0.001795,4.56,4.570364142,
0.000886,0,,0.000886,0.001796,4.56,4.571444825,
0.000887,0,,0.000887,0.001797,4.56,4.572522347,
0.000888,0,,0.000888,0.001798,4.56,4.573596715,
0.000889,0,,0.000889,0.001799,4.56,4.57466794,
0.000890,0,,0.00089,0.0018,4.56,4.575736031,
0.000891,0,,0.000891,0.001801,4.6,4.576800996,
0.000892,0,,0.000892,0.001802,4.56,4.577862845,
0.000893,0,,0.000893,0.001803,4.6,4.578921587,
0.000894,0,,0.000894,0.001804,4.6,4.579977231,
0.000895,0,,0.000895,0.001805,4.56,4.581029786,
0.000896,0,,0.000896,0.001806,4.56,4.582079261,
0.000897,0,,0.000897,0.001807,4.56,4.583125665,
0.000898,0,,0.000898,0.001808,4.6,4.584169008,
0.000899,0,,0.000899,0.001809,4.56,4.585209298,
0.000900,0,,0.0009,0.00181,4.6,4.586246543,
0.000901,0,,0.000901,0.001811,4.6,4.587280754,
0.000902,0,,0.000902,0.001812,4.6,4.588311938,
0.000903,0,,0.000903,0.001813,4.6,4.589340105,
0.000904,0,,0.000904,0.001814,4.6,4.590365264,
0.000905,0,,0.000905,0.001815,4.6,4.591387423,
0.000906,0,,0.000906,0.001816,4.6,4.592406591,
0.000907,-0.04,,0.000907,0.001817,4.6,4.593422777,
0.000908,0,,0.000908,0.001818,4.6,4.594435989,
0.000909,0,,0.000909,0.001819,4.6,4.595446237,
,,,0.00091,0.00182,4.6,4.596453528,
,,,0.000911,0.001821,4.6,4.597457873,
,,,0.000912,0.001822,4.6,4.598459278,
,,,0.000913,0.001823,4.6,4.599457753,
,,,0.000914,0.001824,4.6,4.600453307,
,,,0.000915,0.001825,4.6,4.601445947,
,,,0.000916,0.001826,4.6,4.602435684,
,,,0.000917,0.001827,4.6,4.603422524,
,,,0.000918,0.001828,4.6,4.604406476,
,,,0.000919,0.001829,4.6,4.605387549,
,,,0.00092,0.00183,4.6,4.606365752,
,,,0.000921,0.001831,4.6,4.607341092,
,,,0.000922,0.001832,4.6,4.608313579,
,,,0.000923,0.001833,4.6,4.609283219,
,,,0.000924,0.001834,4.6,4.610250023,
,,,0.000925,0.001835,4.6,4.611213998,
,,,0.000926,0.001836,4.6,4.612175152,
,,,0.000927,0.001837,4.6,4.613133493,
,,,0.000928,0.001838,4.6,4.614089031,
,,,0.000929,0.001839,4.6,4.615041772,
,,,0.00093,0.00184,4.64,4.615991726,
,,,0.000931,0.001841,4.64,4.6169389,
,,,0.000932,0.001842,4.6,4.617883302,
,,,0.000933,0.001843,4.6,4.618824941,
,,,0.000934,0.001844,4.6,4.619763825,
,,,0.000935,0.001845,4.64,4.620699962,
,,,0.000936,0.001846,4.6,4.621633359,
,,,0.000937,0.001847,4.64,4.622564025,
,,,0.000938,0.001848,4.64,4.623491968,
,,,0.000939,0.001849,4.64,4.624417196,
,,,0.00094,0.00185,4.6,4.625339717,
,,,0.000941,0.001851,4.64,4.626259538,
,,,0.000942,0.001852,4.64,4.627176667,
