Time - Plot 0,Input,Output
0.000189,-1.08,-0.4
0.000189,-1.04,-0.44
0.000189,-1.08,-0.4
0.000189,-1.04,-0.36
0.000189,-1.12,-0.44
0.000189,-1.12,-0.4
0.000189,-1.08,-0.44
0.000189,-1.08,-0.44
0.00019,-1.12,-0.44
0.00019,-1.12,-0.48
0.00019,-1.16,-0.48
0.00019,-1.16,-0.44
0.00019,-1.08,-0.44
0.00019,-1.12,-0.48
0.00019,-1.12,-0.48
0.00019,-1.12,-0.48
0.00019,-1.12,-0.52
0.00019,-1.16,-0.44
0.000191,-1.12,-0.48
0.000191,-1.2,-0.48
0.000191,-1.08,-0.48
0.000191,-1.12,-0.56
0.000191,-1.16,-0.52
0.000191,-1.16,-0.52
0.000191,-1.2,-0.52
0.000191,-1.16,-0.56
0.000191,-1.16,-0.52
0.000191,-1.24,-0.6
0.000192,-1.2,-0.52
0.000192,-1.24,-0.48
0.000192,-1.2,-0.52
0.000192,-1.16,-0.52
0.000192,-1.24,-0.64
0.000192,-1.2,-0.6
0.000192,-1.28,-0.6
0.000192,-1.28,-0.56
0.000192,-1.28,-0.56
0.000192,-1.24,-0.56
0.000193,-1.24,-0.56
0.000193,-1.16,-0.6
0.000193,-1.28,-0.6
0.000193,-1.32,-0.52
0.000193,-1.36,-0.64
0.000193,-1.24,-0.6
0.000193,-1.24,-0.6
0.000193,-1.28,-0.6
0.000193,-1.28,-0.6
0.000193,-1.32,-0.64
0.000194,-1.36,-0.6
0.000194,-1.28,-0.64
0.000194,-1.28,-0.56
0.000194,-1.32,-0.68
0.000194,-1.36,-0.68
0.000194,-1.36,-0.64
0.000194,-1.32,-0.68
0.000194,-1.32,-0.64
0.000194,-1.28,-0.64
0.000194,-1.32,-0.68
0.000195,-1.32,-0.68
0.000195,-1.32,-0.72
0.000195,-1.36,-0.6
0.000195,-1.44,-0.68
0.000195,-1.28,-0.68
0.000195,-1.32,-0.68
0.000195,-1.4,-0.68
0.000195,-1.36,-0.64
0.000195,-1.4,-0.68
0.000195,-1.44,-0.68
0.000196,-1.4,-0.64
0.000196,-1.4,-0.72
0.000196,-1.4,-0.76
0.000196,-1.44,-0.76
0.000196,-1.4,-0.68
0.000196,-1.4,-0.64
0.000196,-1.44,-0.6
0.000196,-1.4,-0.76
0.000196,-1.44,-0.8
0.000196,-1.4,-0.68
0.000197,-1.36,-0.72
0.000197,-1.44,-0.76
0.000197,-1.44,-0.68
0.000197,-1.4,-0.76
0.000197,-1.36,-0.72
0.000197,-1.36,-0.68
0.000197,-1.36,-0.72
0.000197,-1.4,-0.76
0.000197,-1.4,-0.76
0.000198,-1.4,-0.8
0.000198,-1.48,-0.72
0.000198,-1.44,-0.64
0.000198,-1.4,-0.68
0.000198,-1.32,-0.8
0.000198,-1.48,-0.8
0.000198,-1.52,-0.84
0.000198,-1.44,-0.72
0.000198,-1.48,-0.68
0.000198,-1.48,-0.76
0.000199,-1.48,-0.76
0.000199,-1.48,-0.76
0.000199,-1.44,-0.8
0.000199,-1.48,-0.8
0.000199,-1.44,-0.76
0.000199,-1.48,-0.72
0.000199,-1.48,-0.76
0.000199,-1.52,-0.76
0.000199,-1.44,-0.8
0.000199,-1.48,-0.76
0.000199,-1.44,-0.76
0.0002,-1.48,-0.68
0.0002,-1.48,-0.8
0.0002,-1.44,-0.8
0.0002,-1.44,-0.76
0.0002,-1.44,-0.8
0.0002,-1.44,-0.72
0.0002,-1.44,-0.76
0.0002,-1.48,-0.8
0.0002,-1.52,-0.8
0.0002,-1.48,-0.84
0.000201,-1.48,-0.8
0.000201,-1.44,-0.8
0.000201,-1.4,-0.76
0.000201,-1.44,-0.76
0.000201,-1.48,-0.76
0.000201,-1.4,-0.8
0.000201,-1.48,-0.8
0.000201,-1.48,-0.8
0.000201,-1.48,-0.76
0.000201,-1.48,-0.76
0.000202,-1.44,-0.8
0.000202,-1.4,-0.8
0.000202,-1.44,-0.76
0.000202,-1.48,-0.8
0.000202,-1.48,-0.72
0.000202,-1.4,-0.76
0.000202,-1.48,-0.88
0.000202,-1.44,-0.8
0.000202,-1.48,-0.76
0.000202,-1.44,-0.76
0.000203,-1.36,-0.76
0.000203,-1.52,-0.84
0.000203,-1.56,-0.8
0.000203,-1.52,-0.8
0.000203,-1.44,-0.76
0.000203,-1.44,-0.72
0.000203,-1.44,-0.76
0.000203,-1.44,-0.76
0.000203,-1.44,-0.76
0.000203,-1.44,-0.76
0.000204,-1.48,-0.76
0.000204,-1.44,-0.72
0.000204,-1.44,-0.72
0.000204,-1.48,-0.76
0.000204,-1.48,-0.8
0.000204,-1.48,-0.76
0.000204,-1.44,-0.76
0.000204,-1.44,-0.72
0.000204,-1.44,-0.76
0.000204,-1.48,-0.8
0.000205,-1.4,-0.68
0.000205,-1.48,-0.8
0.000205,-1.48,-0.72
0.000205,-1.4,-0.72
0.000205,-1.44,-0.72
0.000205,-1.44,-0.72
0.000205,-1.44,-0.76
0.000205,-1.4,-0.76
0.000205,-1.44,-0.68
0.000205,-1.4,-0.72
0.000206,-1.44,-0.72
0.000206,-1.44,-0.76
0.000206,-1.44,-0.76
0.000206,-1.36,-0.68
0.000206,-1.4,-0.68
0.000206,-1.32,-0.64
0.000206,-1.44,-0.64
0.000206,-1.4,-0.76
0.000206,-1.28,-0.6
0.000206,-1.44,-0.72
0.000207,-1.36,-0.72
0.000207,-1.32,-0.68
0.000207,-1.36,-0.68
0.000207,-1.28,-0.68
0.000207,-1.36,-0.64
0.000207,-1.36,-0.72
0.000207,-1.36,-0.68
0.000207,-1.28,-0.68
0.000207,-1.32,-0.72
0.000208,-1.32,-0.64
0.000208,-1.28,-0.56
0.000208,-1.32,-0.64
0.000208,-1.32,-0.72
0.000208,-1.32,-0.68
0.000208,-1.32,-0.68
0.000208,-1.4,-0.64
0.000208,-1.28,-0.64
0.000208,-1.28,-0.64
0.000208,-1.36,-0.6
0.000208,-1.32,-0.64
0.000209,-1.28,-0.64
0.000209,-1.28,-0.64
0.000209,-1.28,-0.6
0.000209,-1.32,-0.6
0.000209,-1.32,-0.64
0.000209,-1.32,-0.56
0.000209,-1.36,-0.6
0.000209,-1.24,-0.6
0.000209,-1.2,-0.6
0.000209,-1.28,-0.64
0.00021,-1.32,-0.6
0.00021,-1.28,-0.6
0.00021,-1.24,-0.56
0.00021,-1.2,-0.6
0.00021,-1.2,-0.52
0.00021,-1.28,-0.6
0.00021,-1.2,-0.56
0.00021,-1.2,-0.56
0.00021,-1.24,-0.56
0.00021,-1.2,-0.52
0.000211,-1.16,-0.56
0.000211,-1.16,-0.6
0.000211,-1.2,-0.56
0.000211,-1.16,-0.56
0.000211,-1.2,-0.52
0.000211,-1.16,-0.56
0.000211,-1.2,-0.52
0.000211,-1.2,-0.6
0.000211,-1.16,-0.48
0.000211,-1.12,-0.52
0.000212,-1.12,-0.48
0.000212,-1.08,-0.48
0.000212,-1.16,-0.48
0.000212,-1.08,-0.56
0.000212,-1.12,-0.56
0.000212,-1.16,-0.44
0.000212,-1.12,-0.44
0.000212,-1.12,-0.44
0.000212,-1.08,-0.48
0.000212,-1,-0.48
0.000213,-1.16,-0.48
0.000213,-1.16,-0.4
0.000213,-1.24,-0.4
0.000213,-1.08,-0.48
0.000213,-1.04,-0.36
0.000213,-1.12,-0.44
0.000213,-1.12,-0.48
0.000213,-1.04,-0.4
0.000213,-1.08,-0.36
0.000213,-1,-0.44
0.000214,-1.08,-0.36
0.000214,-1.04,-0.44
0.000214,-1.08,-0.32
0.000214,-1.04,-0.36
0.000214,-1.04,-0.36
0.000214,-1,-0.32
0.000214,-1,-0.32
0.000214,-1,-0.36
0.000214,-0.92,-0.36
0.000214,-1,-0.4
0.000215,-0.92,-0.32
0.000215,-1,-0.28
0.000215,-0.92,-0.28
0.000215,-0.92,-0.28
0.000215,-0.96,-0.28
0.000215,-0.92,-0.32
0.000215,-0.92,-0.24
0.000215,-0.96,-0.32
0.000215,-0.92,-0.24
0.000215,-0.96,-0.2
0.000216,-0.88,-0.28
0.000216,-0.92,-0.24
0.000216,-0.92,-0.2
0.000216,-0.88,-0.16
0.000216,-0.88,-0.2
0.000216,-0.92,-0.2
0.000216,-0.84,-0.28
0.000216,-0.88,-0.16
0.000216,-0.8,-0.24
0.000216,-0.84,-0.16
0.000217,-0.84,-0.2
0.000217,-0.84,-0.16
0.000217,-0.76,-0.16
0.000217,-0.76,-0.16
0.000217,-0.76,-0.16
0.000217,-0.8,-0.16
0.000217,-0.76,-0.16
0.000217,-0.8,-0.2
0.000217,-0.8,-0.08
0.000218,-0.76,-0.04
0.000218,-0.72,-0.04
0.000218,-0.72,-0.16
0.000218,-0.8,-0.12
0.000218,-0.76,-0.2
0.000218,-0.68,-0.12
0.000218,-0.76,-0.08
0.000218,-0.72,-0.08
0.000218,-0.72,-0.08
0.000218,-0.72,-0.04
0.000218,-0.72,-0.08
0.000219,-0.68,-0.08
0.000219,-0.68,-0.08
0.000219,-0.6,-0.08
0.000219,-0.72,-0.04
0.000219,-0.68,0
0.000219,-0.6,-0.04
0.000219,-0.68,-0.08
0.000219,-0.6,-0.04
0.000219,-0.64,-0.04
0.000219,-0.64,-0.08
0.00022,-0.6,-0.04
0.00022,-0.56,0
0.00022,-0.52,-0.04
0.00022,-0.56,-0.04
0.00022,-0.56,0
0.00022,-0.52,0
0.00022,-0.56,0
0.00022,-0.48,0.04
0.00022,-0.52,0
0.00022,-0.56,-0.04
0.000221,-0.48,-0.04
0.000221,-0.52,0
0.000221,-0.48,0
0.000221,-0.44,-0.04
0.000221,-0.52,0
0.000221,-0.52,-0.04
0.000221,-0.44,-0.04
0.000221,-0.44,0.04
0.000221,-0.4,0
0.000221,-0.4,0.04
0.000222,-0.4,0.04
0.000222,-0.4,-0.04
0.000222,-0.4,-0.04
0.000222,-0.4,0
0.000222,-0.44,0
0.000222,-0.36,0
0.000222,-0.36,0
0.000222,-0.4,-0.04
0.000222,-0.32,0
0.000222,-0.4,0.04
0.000223,-0.44,0.04
0.000223,-0.4,0
0.000223,-0.32,-0.04
0.000223,-0.32,0
0.000223,-0.32,0
0.000223,-0.36,0
0.000223,-0.24,0
0.000223,-0.2,-0.04
0.000223,-0.24,0.04
0.000223,-0.24,-0.04
0.000224,-0.28,-0.04
0.000224,-0.28,0
0.000224,-0.28,0.04
0.000224,-0.2,0.04
0.000224,-0.2,0
0.000224,-0.2,0
0.000224,-0.2,0
0.000224,-0.2,-0.04
0.000224,-0.16,-0.08
0.000224,-0.2,0.04
0.000225,-0.16,0
0.000225,-0.12,-0.04
0.000225,-0.12,0
0.000225,-0.12,0
0.000225,-0.12,0.04
0.000225,-0.12,-0.04
0.000225,-0.16,0
0.000225,-0.12,0
0.000225,-0.12,0.04
0.000225,-0.08,0
0.000226,-0.04,0.04
0.000226,-0.04,0.08
0.000226,-0.04,0.12
0.000226,-0.04,0.04
0.000226,-0.08,0
0.000226,0,-0.08
0.000226,0,0.04
0.000226,0,-0.04
0.000226,0,0
0.000227,0,0
0.000227,-0.04,-0.04
0.000227,0.12,0.04
0.000227,0,0.08
0.000227,0.08,0
0.000227,0.04,0
0.000227,0.08,-0.08
0.000227,0.12,0
0.000227,0.16,0.04
0.000227,0,0.08
0.000228,0.12,0.08
0.000228,0.12,0
0.000228,0.16,-0.04
0.000228,0.12,-0.04
0.000228,0.16,0.04
0.000228,0.12,0
0.000228,0.2,0
0.000228,0.12,0
0.000228,0.2,0
0.000228,0.16,0.04
0.000228,0.24,0.04
0.000229,0.16,0
0.000229,0.24,0
0.000229,0.2,0.04
0.000229,0.2,0
0.000229,0.2,0.04
0.000229,0.24,0.04
0.000229,0.2,0
0.000229,0.28,0.04
0.000229,0.24,-0.04
0.000229,0.2,0
0.00023,0.28,0
0.00023,0.36,0.04
0.00023,0.32,0.04
0.00023,0.32,0
0.00023,0.28,0
0.00023,0.36,0
0.00023,0.28,0
0.00023,0.36,0.04
0.00023,0.32,0.04
0.00023,0.36,0
0.000231,0.36,0
0.000231,0.4,0
0.000231,0.4,-0.04
0.000231,0.36,0
0.000231,0.36,0
0.000231,0.4,-0.04
0.000231,0.44,0.04
0.000231,0.4,-0.04
0.000231,0.52,0
0.000231,0.56,0.04
0.000232,0.4,-0.04
0.000232,0.52,-0.04
0.000232,0.48,0
0.000232,0.48,-0.04
0.000232,0.44,-0.04
0.000232,0.48,0.04
0.000232,0.52,0
0.000232,0.64,0
0.000232,0.44,0
0.000232,0.52,0.08
0.000233,0.44,0.04
0.000233,0.56,-0.04
0.000233,0.56,0.04
0.000233,0.56,0.04
0.000233,0.56,0.04
0.000233,0.6,0.08
0.000233,0.56,0.08
0.000233,0.64,0
0.000233,0.56,0.04
0.000233,0.68,0
0.000234,0.6,0.04
0.000234,0.6,0.04
0.000234,0.6,0.04
0.000234,0.64,0.04
0.000234,0.64,0.08
0.000234,0.68,0.08
0.000234,0.64,0.08
0.000234,0.68,0.04
0.000234,0.64,0.16
0.000234,0.68,0.08
0.000235,0.64,0.08
0.000235,0.76,0.12
0.000235,0.72,0.08
0.000235,0.76,0.08
0.000235,0.72,0.12
0.000235,0.68,0.12
0.000235,0.72,0.16
0.000235,0.72,0.12
0.000235,0.72,0.12
0.000235,0.76,0.12
0.000236,0.76,0.2
0.000236,0.76,0.2
0.000236,0.72,0.28
0.000236,0.8,0.2
0.000236,0.8,0.16
0.000236,0.8,0.24
0.000236,0.84,0.16
0.000236,0.8,0.2
0.000236,0.8,0.2
0.000237,0.88,0.16
0.000237,0.84,0.24
0.000237,0.92,0.24
0.000237,0.84,0.2
0.000237,0.84,0.24
0.000237,0.84,0.2
0.000237,0.92,0.24
0.000237,0.84,0.32
0.000237,0.96,0.28
0.000237,0.92,0.36
0.000237,0.96,0.28
0.000238,0.92,0.28
0.000238,0.92,0.24
0.000238,0.96,0.28
0.000238,1,0.28
0.000238,0.92,0.28
0.000238,0.96,0.28
0.000238,0.92,0.32
0.000238,0.96,0.32
0.000238,0.96,0.4
0.000238,1.04,0.32
0.000239,1.04,0.36
0.000239,1,0.32
0.000239,0.92,0.36
0.000239,1.04,0.36
0.000239,0.92,0.36
0.000239,1.04,0.32
0.000239,0.96,0.44
0.000239,1,0.32
0.000239,1,0.4
0.000239,1.08,0.4
0.00024,1,0.4
0.00024,1.08,0.36
0.00024,1.08,0.36
0.00024,1.08,0.4
0.00024,1.04,0.4
0.00024,1.12,0.44
0.00024,1.12,0.4
0.00024,1.12,0.4
0.00024,1.12,0.44
0.00024,1.04,0.52
0.000241,1.08,0.44
0.000241,1.16,0.52
0.000241,1.04,0.48
0.000241,1.16,0.44
0.000241,1.12,0.44
0.000241,1.16,0.48
0.000241,1.12,0.44
0.000241,1.2,0.44
0.000241,1.2,0.48
0.000241,1.12,0.48
0.000242,1.2,0.44
0.000242,1.12,0.48
0.000242,1.12,0.48
0.000242,1.2,0.52
0.000242,1.12,0.56
0.000242,1.16,0.52
0.000242,1.24,0.52
0.000242,1.16,0.48
0.000242,1.16,0.56
0.000242,1.16,0.52
0.000243,1.2,0.52
0.000243,1.2,0.56
0.000243,1.2,0.56
0.000243,1.16,0.56
0.000243,1.2,0.56
0.000243,1.28,0.56
0.000243,1.2,0.6
0.000243,1.28,0.6
0.000243,1.2,0.6
0.000243,1.2,0.6
0.000244,1.2,0.6
0.000244,1.28,0.56
0.000244,1.28,0.6
0.000244,1.24,0.56
0.000244,1.24,0.6
0.000244,1.2,0.6
0.000244,1.24,0.56
0.000244,1.28,0.6
0.000244,1.28,0.6
0.000244,1.28,0.6
0.000245,1.32,0.6
0.000245,1.32,0.6
0.000245,1.28,0.6
0.000245,1.36,0.56
0.000245,1.28,0.64
0.000245,1.32,0.64
0.000245,1.28,0.6
0.000245,1.32,0.6
0.000245,1.32,0.6
0.000246,1.32,0.72
0.000246,1.24,0.72
0.000246,1.32,0.64
0.000246,1.32,0.6
0.000246,1.32,0.56
0.000246,1.32,0.76
0.000246,1.28,0.64
0.000246,1.36,0.68
0.000246,1.36,0.64
0.000246,1.32,0.64
0.000246,1.36,0.68
0.000247,1.4,0.72
0.000247,1.36,0.68
0.000247,1.32,0.64
0.000247,1.36,0.6
0.000247,1.4,0.6
0.000247,1.32,0.72
0.000247,1.32,0.76
0.000247,1.36,0.76
0.000247,1.4,0.72
0.000247,1.4,0.64
0.000248,1.4,0.64
0.000248,1.32,0.76
0.000248,1.36,0.68
0.000248,1.36,0.72
0.000248,1.36,0.72
0.000248,1.44,0.68
0.000248,1.36,0.64
0.000248,1.32,0.68
0.000248,1.4,0.68
0.000248,1.44,0.68
0.000249,1.36,0.68
0.000249,1.36,0.72
0.000249,1.36,0.72
0.000249,1.36,0.68
0.000249,1.4,0.72
0.000249,1.36,0.68
0.000249,1.4,0.68
0.000249,1.32,0.72
0.000249,1.44,0.72
0.000249,1.36,0.68
0.00025,1.4,0.68
0.00025,1.4,0.68
0.00025,1.36,0.72
0.00025,1.44,0.68
